Gene ID	Log2Ratio	p-value	Max RPKM
NM_175842	3.63	1.62E-06	2318.48
NR_027400	0.49	1.05E-01	232.17
NM_001007593	0.90	9.73E-02	4670.99
NM_000543	1.29	3.76E-02	9742.58
NM_003080	-0.79	4.09E-02	2776.82
NM_018667	-6.94	2.05E-01	15302.49
NM_017751	-0.67	3.62E-01	14130.29
NM_017951	1.11	3.04E-01	10622.23
NM_006714	-1.43	3.18E-02	2875.32
NM_001009568	-6.56	5.49E-03	1488.67
NM_014474	-6.49	4.59E-02	5952.55
NM_014332	4.91	2.13E-01	30.00
NM_004595	1.25	3.66E-04	58732.57
NM_134269	-0.18	8.46E-01	17225.48
NM_134270	0.25	8.62E-01	1024.87
NM_006932	0.68	2.71E-01	1009.12
NM_001105565	-1.75	2.47E-01	102.46
NM_198501	-6.83	1.74E-01	1132.69
NM_001114974	-4.63	1.99E-01	283.54
NM_018225	0.50	2.87E-01	52649.64
NM_014311	-1.67	9.65E-02	9729.55
NM_020429	-1.23	2.21E-01	7911.73
NM_181349	-0.02	9.71E-01	28336.20
NM_022739	1.10	2.12E-01	45145.89
NM_198274	-0.50	7.14E-01	5.07
NM_020197	-0.83	2.92E-01	9824.48
NM_022743	4.35	3.10E-01	6233.06
NM_052928	0.47	3.47E-01	10269.92
NM_006062	-0.02	9.51E-01	12808.40
NM_005985	0.06	9.26E-01	1961.79
NM_003068	9.21	4.69E-02	71820.83
NM_178310	-2.53	5.79E-03	980.92
NR_024402	-0.40	1.21E-01	1035.67
NR_024399	-0.07	8.64E-01	108.46
NM_003825	-0.75	1.73E-01	44146.29
NM_130798	1.29	2.42E-01	2489.44
NM_130811	2.20	1.34E-01	102.87
NM_003081	2.59	1.59E-01	152.36
NM_004782	-0.97	1.11E-01	45681.77
NM_053052	-0.27	6.10E-01	16350.42
NM_014841	2.26	1.32E-01	70.52
NR_026669	3.29	7.75E-02	55.80
NM_003082	3.27	1.06E-01	55351.56
NM_003083	1.51	1.42E-02	5671.74
NM_001039697	-0.02	9.81E-01	13977.41
NM_003086	0.00	9.94E-01	13917.72
NM_006049	-0.79	3.59E-02	2522.74
NM_012437	-0.82	1.08E-01	18343.95
NR_024216	-2.18	3.47E-01	4.54
NR_024231	-0.47	3.47E-01	1.38
NR_024231	-0.47	3.47E-01	1.38
NM_001146055	2.95	7.75E-02	84.57
NM_007308	3.09	1.09E-01	83.73
NM_001146054	5.77	1.29E-01	904.77
NM_000345	6.94	1.36E-01	3080.83
NM_005460	0.98	3.98E-01	80.48
NM_001001502	-2.49	1.68E-01	162.33
NM_003085	-1.06	4.69E-01	250.55
NM_003087	-7.20	1.13E-01	5625.35
NM_014390	0.45	9.05E-02	164512.32
NR_027330	-1.83	3.58E-01	136.12
NM_001080437	0.11	9.33E-01	6371.41
NM_007241	-0.48	3.26E-01	17144.94
NR_003098	-0.37	6.69E-01	1867.29
NR_001459	0.42	4.65E-01	4086.05
NR_003239	-0.72	3.74E-01	1277.72
NR_024127	1.58	3.56E-02	2279.26
NR_003697	0.68	7.49E-03	5840.82
NR_027241	0.76	3.34E-02	4672.14
NR_015366	1.33	1.23E-01	814.50
NR_003038	2.02	7.17E-03	8903.70
NR_002599	0.57	6.58E-01	7673.52
NR_024542	-1.15	1.60E-01	6473.76
NR_003672	-0.37	3.45E-01	4940.11
NR_024543	-0.28	6.88E-01	1262.15
NR_003584	-0.26	4.32E-01	12240.17
NR_003142	-0.04	9.28E-01	461.61
NM_024700	0.26	3.46E-01	13025.95
NM_003498	-1.57	9.94E-02	38479.87
NR_003026	1.34	3.47E-01	2.52
NR_002327	0.69	2.18E-01	36.81
NR_002953	-3.09	2.12E-01	8.51
NR_003709	-1.17	3.47E-01	2.26
NR_002954	1.15	3.47E-01	2.21
NR_002922	-0.05	9.81E-01	2.50
NR_002956	-2.71	3.47E-01	6.53
NR_002957	2.06	1.41E-01	4.17
NR_002958	0.04	9.70E-01	8.93
NR_002959	0.48	5.86E-01	16.74
NR_002917	-2.36	3.47E-01	5.12
NR_002576	-0.96	5.58E-01	4.55
NR_002961	0.27	6.84E-01	36.90
NR_002962	2.38	5.74E-02	10.22
NR_002963	2.02	3.54E-01	9.51
NR_003028	-0.84	5.38E-01	9.98
NR_003016	1.10	3.47E-01	2.14
NR_002575	2.30	1.41E-01	4.92
NR_002964	0.87	3.47E-01	1.83
NR_002965	-0.03	9.90E-01	2.61
NR_002950	-0.34	7.56E-01	9.86
NR_002951	-2.05	1.41E-01	4.14
NR_002580	1.19	3.47E-01	2.27
NR_002967	0.49	6.60E-01	14.58
NR_003032	3.50	2.17E-01	11.32
NR_002436	0.82	7.68E-03	98709.00
NR_002968	-1.33	4.44E-01	5.00
NR_002969	2.10	3.47E-01	4.29
NR_002971	0.14	9.39E-01	6.68
NR_002588	-2.84	8.11E-02	80.75
NR_002973	1.71	1.15E-01	19.79
NR_002590	-0.99	5.47E-01	4.31
NR_002974	-1.24	3.47E-01	2.35
NR_002975	0.58	6.39E-01	13.37
NR_002976	1.30	8.07E-02	33.58
NR_002977	-0.04	9.84E-01	1.81
NR_002918	0.00	1.00E+00	5.21
NR_002981	0.06	9.77E-01	2.39
NR_002585	0.12	9.20E-01	8.96
NR_003015	0.18	8.35E-01	37.40
NR_002983	0.99	5.49E-01	4.55
NR_002984	1.01	6.65E-01	4.25
NR_004390	0.13	8.73E-01	37.46
NR_002919	-2.02	1.93E-01	7.58
NR_002991	1.46	1.75E-01	13.10
NR_002325	1.45	7.83E-02	29.77
NR_002986	-0.51	4.77E-01	423.74
NR_002987	-0.22	7.60E-01	13.00
NR_002324	2.03	1.59E-01	17.61
NR_002586	1.59	2.81E-01	37.65
NR_002326	-0.25	7.85E-01	10.17
NR_002449	-1.16	3.23E-01	9.04
NR_002444	-1.80	3.47E-01	3.49
NR_002912	1.02	1.09E-01	67.50
NR_000012	-1.97	1.99E-01	8.17
NR_002584	-0.23	7.96E-01	8.21
NR_000011	1.61	4.72E-02	53.99
NR_003707	-1.66	4.15E-01	23.15
NR_002911	1.25	3.70E-01	16.49
NR_002910	-0.02	9.92E-01	2.40
NR_003017	0.21	8.46E-01	7.21
NR_003018	1.37	3.47E-01	2.58
NR_002581	-1.65	5.34E-01	7.40
NR_002915	2.37	3.29E-01	20.59
NR_002988	1.01	3.47E-01	2.01
NR_002995	-0.34	7.83E-01	27.13
NR_003019	0.01	9.95E-01	2.09
NR_003020	1.55	3.47E-01	2.93
NR_002992	2.27	1.41E-01	4.82
NR_002920	2.50	3.22E-01	46.42
NR_002989	0.20	8.35E-01	60.58
NR_003704	1.09	3.47E-01	2.13
NR_002952	0.45	5.63E-01	14.60
NR_002604	-1.15	3.35E-01	29.98
NR_002574	1.12	6.38E-01	5.18
NR_004380	-0.30	7.44E-01	30.35
NR_001292	-0.52	6.35E-01	2795.39
NR_003078	0.05	9.77E-01	4.86
NR_003316	1.25	3.47E-01	2.38
NR_003325	0.05	9.80E-01	2.45
NR_003329	1.20	3.47E-01	2.30
NR_003317	1.12	3.47E-01	2.18
NR_003335	0.39	7.87E-01	642.08
NR_003140	0.87	3.47E-01	1.83
NR_003694	0.05	9.80E-01	3.03
NR_003030	-1.06	5.24E-01	4.54
NR_003686	-1.46	3.47E-01	2.75
NR_003693	1.36	3.47E-01	2.57
NR_003695	-2.66	1.73E-01	6.34
NR_002433	0.87	3.47E-01	1.83
NR_000005	3.82	7.40E-02	14.11
NR_000025	-0.96	6.58E-01	11.07
NR_003045	1.65	1.33E-01	217.02
NR_002442	-1.19	3.47E-01	2.29
NR_003687	1.14	3.47E-01	2.21
NR_004397	1.26	3.47E-01	2.39
NR_002587	2.18	1.41E-01	4.52
NR_000006	2.98	1.72E-01	7.91
NR_000008	0.02	9.91E-01	41.51
NR_003048	0.84	6.11E-01	7.04
NR_002447	-0.85	6.33E-01	9.30
NR_002565	2.16	3.47E-01	4.48
NR_002562	-2.50	1.42E-01	13.55
NR_002559	3.77	1.45E-01	13.65
NR_002561	1.02	5.38E-01	4.92
NR_002560	1.28	5.34E-01	14.98
NR_000021	0.95	5.64E-01	3.61
NR_000020	0.03	9.74E-01	9.81
NR_000019	1.09	3.47E-01	2.13
NR_000018	-1.01	5.42E-01	5.23
NR_001285	0.97	3.18E-01	12.69
NR_002448	-0.82	3.93E-01	28.84
NR_000017	-0.01	9.95E-01	10.90
NR_001456	-1.18	3.47E-01	2.26
NR_001457	1.04	3.47E-01	2.05
NR_002750	2.15	3.47E-01	4.44
NR_002749	3.03	4.01E-02	8.16
NR_003042	1.32	3.47E-01	2.49
NR_000024	1.06	5.66E-01	8.96
NR_002746	-2.51	4.05E-02	78.22
NR_000010	0.69	6.84E-01	7.05
NR_000009	-1.36	3.47E-01	2.57
NR_003033	2.95	1.45E-01	7.73
NR_002743	1.74	3.47E-01	3.34
NR_003044	2.85	1.53E-01	7.22
NR_002589	1.29	3.47E-01	2.45
NR_000015	2.45	1.41E-01	5.46
NR_002739	2.12	3.47E-01	4.36
NR_002738	2.32	6.49E-02	10.42
NR_002572	-1.68	2.58E-01	425.74
NR_002573	0.44	7.43E-01	17.10
NR_002737	-2.05	1.41E-01	4.14
NR_002736	0.37	8.09E-01	7.28
NR_002913	2.01	1.41E-01	4.03
NR_003054	3.21	6.36E-02	9.25
NR_003056	3.53	1.53E-02	11.55
NR_002450	0.75	4.92E-01	24.15
NR_000007	-0.56	4.88E-01	16.96
NR_003942	-2.23	3.07E-01	83.26
NR_003939	0.95	2.09E-01	65.14
NR_003940	-2.73	4.03E-01	58.93
NR_004399	1.01	3.83E-01	19.00
NR_002598	-1.09	6.45E-01	5.29
NR_003067	1.20	3.47E-01	2.29
NR_003068	-0.55	6.98E-01	6.09
NR_003069	-2.00	3.57E-01	8.39
NR_003070	-0.01	9.91E-01	5.84
NR_003072	0.97	3.47E-01	1.95
NR_003074	2.87	4.00E-02	7.33
NR_004378	0.61	6.67E-01	6.73
NR_002591	-0.03	9.87E-01	2.15
NR_004403	1.00	5.43E-01	4.31
NR_003077	2.00	1.95E-01	9.91
NM_014723	1.79	1.72E-01	3478.01
NM_017719	0.02	9.72E-01	10285.09
NM_001100594	0.50	3.43E-01	3849.21
NM_014014	-0.18	5.63E-01	205813.88
NM_024571	-0.94	1.41E-01	15343.94
NM_006857	-0.26	4.63E-01	10160.48
NM_180699	-1.42	3.28E-03	1759.97
NM_022717	-0.96	2.66E-02	7514.86
NM_180703	-0.23	6.83E-01	390.44
NM_004814	1.11	6.98E-03	28274.32
NM_152551	0.62	1.25E-01	18112.25
NM_003089	1.66	4.75E-03	47031.15
NM_004596	0.62	5.53E-02	49035.69
NM_003090	0.38	3.03E-01	7632.60
NM_003091	0.85	2.03E-01	67176.29
NM_198216	1.18	3.04E-02	23312.27
NM_198220	0.34	2.60E-01	177.17
NM_003092	0.73	1.39E-01	30853.99
NM_003093	0.79	2.18E-02	41046.18
NM_006938	1.08	8.30E-02	36467.45
NM_177542	0.60	4.73E-01	4488.06
NM_004597	0.61	9.77E-02	51096.46
NM_004175	-0.27	4.93E-01	45531.38
NM_003094	0.31	2.44E-01	93.51
NM_003095	0.43	3.98E-01	18018.52
NM_003096	0.70	2.37E-01	16705.83
NM_022805	1.83	2.25E-01	1183.48
NM_022806	2.01	2.44E-01	467.47
NM_022807	3.28	7.45E-02	609.45
NM_022808	4.49	6.60E-02	597.28
NM_003098	0.88	1.16E-01	14179.58
NM_021021	2.31	9.74E-04	17776.39
NM_006750	0.14	5.39E-01	38916.22
NM_018967	4.52	3.67E-01	12.58
NM_018968	0.02	9.91E-01	7.22
NM_001080537	-3.38	7.60E-02	535.26
NM_001042581	-1.93	2.92E-01	820.91
NM_005701	0.10	9.02E-01	1054.72
NM_001042588	1.69	3.25E-01	1235.39
NM_022804	2.05	1.80E-01	1494.75
NM_005678	2.39	1.54E-01	13179.56
NM_012245	-0.73	2.07E-01	17873.21
NM_003099	-0.96	9.33E-02	24778.87
NM_152826	-0.36	5.19E-01	3300.02
NM_148955	-0.04	8.52E-01	209.80
NM_013322	-2.85	7.29E-02	7589.77
NM_152244	-0.41	5.83E-01	1264.01
NM_013323	0.26	6.81E-01	1356.57
NM_013346	0.04	9.40E-01	5362.18
NM_015132	-1.26	1.75E-02	25788.47
NM_020468	-0.45	1.67E-01	7137.93
NM_153816	0.16	6.95E-01	920.44
NM_147777	0.46	4.45E-01	907.27
NM_013306	1.30	3.75E-03	4171.38
NM_022133	-0.74	1.82E-01	4051.33
NM_152837	-0.21	6.42E-01	6048.22
NM_152836	-0.06	9.25E-01	5372.35
NM_014748	-0.18	7.17E-01	9689.25
NM_001102575	-0.16	7.25E-01	24482.92
NM_001145427	-0.16	7.19E-01	12523.04
NM_052870	0.48	4.27E-01	534.30
NM_014758	-0.78	2.04E-01	54604.14
NM_003100	0.07	8.45E-01	24522.66
NM_153337	-4.27	1.21E-02	69.77
NM_001144972	-3.06	5.38E-02	8.31
NM_182854	-1.37	1.80E-03	93.20
NM_152897	-2.07	9.65E-02	169.80
NM_001042633	-0.49	5.26E-01	1740.21
NM_001042632	-0.36	5.34E-01	1371.02
NM_033421	-0.30	6.80E-01	2673.63
NM_024798	-0.93	1.67E-01	30895.52
NM_014035	-0.19	7.61E-01	3716.81
NM_031953	0.92	7.75E-02	11085.30
NM_030918	-0.86	1.24E-01	31940.21
NM_001080530	-1.15	2.09E-02	20790.18
NM_032167	-0.69	4.60E-02	2140.06
NM_001012391	-0.38	6.97E-01	19.61
NM_003795	0.71	2.00E-02	55343.36
NM_152827	1.11	8.64E-03	42698.60
NM_001012994	-1.17	2.51E-02	39290.12
NM_152628	1.40	4.46E-01	27.87
NM_152760	4.46	4.90E-02	751.19
NM_153271	-0.44	3.18E-01	31196.00
NM_003794	-1.01	1.62E-03	21381.10
NM_014426	0.28	7.14E-01	7784.47
NM_152227	0.28	4.09E-01	11804.78
NM_152233	-0.23	7.07E-01	2027.43
NM_021249	0.39	1.82E-01	40886.75
NM_015976	1.97	8.73E-03	23961.73
NM_152238	2.05	3.15E-02	1578.01
NM_013321	0.26	5.65E-01	11856.21
NM_016224	1.60	8.93E-02	75795.76
NM_003101	1.72	2.91E-02	47385.76
NM_003578	-3.91	1.58E-01	78.67
NM_018013	0.45	7.27E-01	2056.89
NM_003745	0.12	8.83E-01	2213.29
NM_003877	-1.49	2.62E-01	1558.93
NM_003955	0.01	9.90E-01	22281.38
NM_199421	0.26	5.53E-01	29793.55
NM_080867	0.47	3.87E-01	25126.62
NM_014011	-0.27	6.41E-01	2010.92
NM_144949	0.99	6.12E-03	32413.95
NM_004232	0.37	4.44E-01	33333.18
NM_014598	0.17	5.36E-01	122.96
NM_000454	-0.11	7.65E-01	52653.10
NM_001024466	0.94	1.50E-01	4065.15
NM_001024465	3.33	6.72E-02	38409.94
NM_000636	4.98	1.39E-01	84526.83
NM_003102	-5.91	2.92E-01	10829.31
NM_199181	-0.97	3.56E-02	17652.90
NM_015210	3.17	2.74E-02	2831.51
NM_001012279	5.59	5.71E-02	7901.89
NM_017826	2.04	2.39E-01	55.77
NM_138927	-0.43	1.51E-01	44157.60
NM_032195	0.35	2.85E-01	41564.05
NM_001034955	-3.67	3.06E-01	117.75
NM_001034954	-3.25	2.19E-01	256.32
NM_024991	-2.43	3.75E-01	814.93
NM_001034957	-2.07	1.55E-01	381.85
NM_015385	-1.75	2.82E-01	262.35
NM_001034956	-0.82	4.44E-01	75.06
NM_006434	-0.68	5.38E-01	134.70
NM_001145671	-3.78	7.06E-02	1096.13
NM_001145672	-2.53	6.37E-02	954.19
NM_001145673	-2.06	2.58E-01	483.10
NM_001145670	-1.94	1.58E-01	3069.84
NM_001145675	-0.38	7.00E-01	293.68
NM_021069	-0.17	8.69E-01	509.28
NM_001145674	0.40	6.67E-01	293.86
NM_003603	0.53	6.69E-01	603.74
NM_005775	-1.52	6.14E-02	2270.30
NM_001018003	2.66	1.14E-02	61516.29
NM_001013031	-1.97	2.47E-01	10.25
NM_052918	-1.69	2.52E-01	8.44
NM_020777	4.24	1.93E-01	6763.93
NM_014978	3.34	1.82E-01	41.75
NM_003104	-1.00	5.05E-01	20001.89
NM_003105	-4.41	2.62E-02	63668.22
NM_002959	-0.79	1.42E-01	92053.25
NM_005633	-0.88	1.31E-01	38779.07
NM_006939	-1.17	5.63E-03	28199.29
NM_025237	4.07	3.64E-01	126.01
NM_015464	-8.17	3.09E-01	1629.58
NM_175873	-8.07	8.69E-02	21317.75
NM_001029870	-8.51	1.07E-03	6793.51
NM_023016	-0.12	8.38E-01	23901.92
NM_001105576	2.55	3.90E-01	2754.88
NM_005986	-2.89	1.51E-01	7.43
NM_003108	-0.01	9.97E-01	8893.35
NM_006943	0.12	6.98E-01	45346.88
NM_005686	-2.07	9.93E-05	23759.63
NM_004189	-1.67	3.47E-01	3.18
NM_006942	-0.02	9.85E-01	1177.54
NM_022454	-0.92	6.89E-01	6.10
NM_018419	-6.36	3.15E-03	967.22
NM_003106	-7.09	1.49E-01	3423.07
NR_004053	0.12	8.28E-01	71.88
NM_007084	2.62	3.17E-01	49.73
NM_005634	-5.41	1.99E-01	4593.47
NM_178424	1.97	2.04E-01	70.48
NM_007017	2.01	1.99E-01	43.42
NM_003107	-1.64	3.49E-02	135918.40
NM_152989	-0.58	6.39E-01	47.17
NM_006940	-0.18	8.50E-01	63.28
NM_178010	-0.05	9.60E-01	18.21
NM_001145819	-8.95	3.47E-01	495.70
NM_033326	-7.59	3.47E-01	192.60
NM_017508	-7.01	3.47E-01	128.51
NM_001145811	-6.06	3.47E-01	66.75
NM_031439	1.62	2.82E-01	2589.38
NM_014587	-1.49	4.02E-01	237.91
NM_000346	-1.29	2.29E-01	49146.66
NM_138473	-0.71	1.67E-03	141285.43
NM_003109	-0.08	7.81E-01	1296.61
NM_001080391	0.17	8.65E-01	1006.51
NM_003113	1.27	9.96E-02	8021.33
NM_004510	-0.97	6.35E-02	2343.22
NM_080424	-0.64	2.69E-01	548.96
NM_004509	-0.52	6.37E-01	1204.79
NM_007237	2.10	4.76E-01	610.06
NM_001005176	11.85	3.47E-01	908.66
NM_138402	4.39	3.69E-01	1073.19
NM_003110	-0.71	1.20E-01	16534.76
NM_001017371	-0.85	2.29E-01	15486.59
NM_003111	0.20	5.24E-01	25956.34
NM_003112	0.56	1.77E-02	8163.74
NM_001003845	1.78	3.58E-01	514.34
NM_199262	-2.29	1.67E-02	3919.04
NM_152860	-0.18	8.75E-01	4.49
NM_198956	-0.29	8.81E-01	47.87
NM_182700	1.81	4.56E-01	55.97
NM_001145250	-0.85	5.23E-01	33.85
NM_017425	-0.54	6.56E-01	3120.11
NM_030960	-2.08	3.47E-01	4.23
NM_173847	0.16	3.47E-01	1.12
NM_133498	-4.77	3.11E-01	350.04
NM_205856	-2.81	1.65E-01	7.00
NR_024330	-0.04	9.27E-01	1321.32
NM_003114	-0.25	2.04E-02	468.76
NM_172218	-0.03	9.58E-01	9839.36
NM_001025436	-1.48	1.94E-01	5254.20
NM_024532	-1.43	1.18E-01	1214.50
NM_206996	2.58	3.88E-01	354.90
NM_003116	-0.83	3.90E-01	772.29
NM_006461	0.42	3.53E-01	41872.07
NM_012443	1.57	5.07E-01	35.48
NM_172242	1.88	4.10E-01	41.62
NM_004890	0.16	7.23E-01	5014.97
NM_172312	-0.15	8.90E-01	81.99
NM_001039592	0.60	5.17E-01	343.59
NM_003971	0.53	6.42E-01	123632.59
NM_001130528	1.12	1.86E-01	18901.37
NM_003117	-0.12	3.47E-01	1.09
NM_153189	-0.04	3.47E-01	1.03
NM_013453	2.64	3.91E-01	138.97
NM_145664	2.67	3.80E-01	1073.13
NM_145664	3.19	3.50E-01	960.95
NM_013453	4.48	3.44E-01	83.34
NM_022661	6.27	3.53E-01	116.05
NM_145665	4.83	3.37E-01	520.26
NM_001009614	1.47	1.41E-01	2.77
NM_001009615	-1.65	4.75E-01	268.08
NM_001009609	2.14	1.67E-01	4.40
NM_003118	10.70	2.82E-01	1360228.69
NM_004684	-2.36	1.68E-01	73.81
NM_001128310	-1.88	1.68E-01	76.68
NM_014946	-0.22	3.85E-01	16202.10
NM_199436	0.46	2.99E-01	4654.58
NM_001081472	0.43	2.12E-01	191.63
NM_181727	-1.57	3.17E-01	123.21
NM_153023	-2.21	1.24E-01	3713.40
NM_138796	-0.31	6.48E-01	105.18
NM_145263	-3.24	1.30E-01	365.78
NM_006038	-0.50	3.09E-01	18609.19
NM_001135773	-0.37	5.63E-01	1385.67
NM_022827	-1.66	7.18E-02	3144.72
NM_194296	1.45	4.55E-02	69.56
NM_080608	-1.53	4.74E-02	327.78
NM_152339	-1.12	6.30E-02	8675.50
NM_139073	-2.36	3.85E-01	6.18
NM_001040065	0.35	8.47E-01	0.38
NM_001083124	1.38	4.37E-01	0.78
NM_001040065	1.38	4.37E-01	0.78
NM_001145196	2.31	3.51E-01	1.47
NM_015667	2.31	3.51E-01	1.47
NM_001113541	2.31	3.51E-01	1.48
NM_015667	2.31	3.51E-01	1.48
NM_001164339	-1.09	3.47E-01	2.12
NM_001145124	-1.37	3.47E-01	2.59
NM_207416	-2.01	3.47E-01	4.04
NM_001001670	-1.02	5.37E-01	4.25
NR_026851	1.02	3.47E-01	2.03
NM_178828	4.48	3.38E-01	81.80
NM_152343	-2.16	3.01E-02	69.53
NM_153025	-0.04	9.05E-01	224.94
NM_144644	1.69	1.82E-01	60.35
NR_028139	-3.15	6.38E-02	636.41
NR_028140	-2.19	1.34E-01	33.72
NM_145207	1.16	1.54E-02	12390.65
NR_027635	0.66	8.12E-02	7130.85
NM_024063	1.00	1.51E-01	2181.20
NM_019073	0.44	5.84E-01	620.56
NM_001039395	-1.93	1.11E-01	242.95
NM_018418	-0.42	2.33E-01	880.36
NM_001040428	-0.39	4.68E-01	2339.19
NM_031952	-0.11	8.96E-01	33.46
NM_198572	-3.29	8.80E-02	198.92
NM_001134374	-3.18	2.06E-01	124.12
NM_001142854	-0.06	9.18E-01	612.93
NM_032261	0.69	1.38E-01	5953.01
NM_023071	-1.06	4.54E-02	24454.84
NM_001100424	1.44	7.03E-02	15447.62
NM_001100422	1.83	3.45E-01	6266.44
NM_001100423	1.90	4.08E-02	17639.08
NM_015535	2.23	3.27E-01	2364.61
NM_182513	1.02	2.41E-01	1626.46
NM_020675	-0.09	8.92E-01	7615.67
NM_014041	0.53	1.10E-01	47083.14
NM_014752	-0.22	6.63E-01	25734.92
NM_021928	0.77	1.50E-01	114054.55
NM_012391	-7.50	2.27E-02	25553.45
NM_017785	2.49	1.37E-02	41115.74
NM_001008779	-1.46	1.42E-01	57.00
NM_182756	-0.16	5.64E-01	2059.36
NM_001142634	-0.12	7.24E-01	2160.52
NM_001008778	-10.15	2.93E-01	1139.38
NM_175064	-1.59	6.43E-03	940.12
NM_001004351	-0.93	4.56E-03	7278.59
NM_001128076	-2.66	3.47E-01	6.32
NM_001099435	-1.98	4.17E-02	3805.39
NM_001031618	-2.37	1.22E-02	20.73
NM_001031618	-2.16	1.52E-01	84.56
NM_001031618	-1.80	1.27E-01	2240.82
NM_001146210	-1.31	7.85E-03	185.59
NR_003666	-1.81	1.49E-02	29512.63
NR_003664	-2.21	2.76E-02	723.15
NR_003664	4.02	3.45E-01	91.79
NM_152904	-2.08	3.92E-03	2119.80
NM_001033553	-0.89	4.58E-01	2281.32
NM_001033554	0.51	6.01E-01	2310.66
NM_001033555	1.46	4.18E-02	3838.93
NM_015330	-0.45	3.37E-01	44623.86
NM_001145468	0.58	1.63E-01	17413.50
NM_015417	-2.58	2.35E-01	622.04
NM_144722	-2.42	9.12E-02	2231.44
NM_024867	-2.15	1.30E-01	664.26
NM_005876	1.66	2.70E-01	8205.67
NM_199339	0.24	8.73E-01	6.12
NM_015001	-0.05	8.98E-01	68937.73
NM_152719	-1.68	3.01E-01	83.43
NM_145658	3.76	3.83E-01	3454.05
NM_025137	-2.76	3.89E-03	36641.99
NM_001160227	2.14	1.40E-01	1894.37
NM_001142294	0.14	4.75E-01	476.80
NM_001142296	2.74	2.48E-03	7181.38
NM_001142295	3.35	9.87E-04	35669.80
NM_015087	3.41	6.53E-02	19225.79
NM_016630	-0.36	2.47E-01	20633.53
NM_001127889	-0.06	9.28E-01	15682.93
NM_001127890	-0.05	9.27E-01	16247.07
NM_003119	-0.58	1.18E-01	35009.32
NM_199367	0.31	4.30E-01	3866.53
NM_006542	-0.82	7.69E-02	3315.64
NM_182965	0.36	7.83E-01	5718.91
NM_021972	1.25	2.47E-01	1528.57
NM_001142601	1.37	3.75E-01	18038.67
NM_001142602	1.87	3.00E-01	7960.47
NM_020126	0.12	7.15E-01	3202.00
NM_001142644	2.92	2.51E-01	5.38
NM_030623	3.00	2.45E-01	5.39
NM_003121	-0.82	5.81E-01	60.67
NM_152323	0.09	9.64E-01	0.67
NM_144718	-1.21	6.83E-02	6598.70
NM_001080394	-0.89	2.62E-01	3310.68
NM_006717	0.28	5.69E-01	88754.78
NM_001006683	-0.41	3.07E-01	425.15
NM_019003	-0.31	3.18E-01	2041.78
NM_001006682	-0.28	2.28E-01	378.35
NM_001006681	-0.25	5.99E-01	854.99
NR_027139	-1.08	7.46E-03	3108.68
NM_001010862	0.75	4.38E-01	1200.55
NM_001012968	0.01	9.78E-01	20676.20
NM_003122	5.69	3.26E-01	51.76
NM_001040129	-3.91	3.69E-01	92.66
NM_021114	-3.61	1.31E-01	12.21
NM_014471	-8.86	3.36E-01	463.07
NM_006846	-5.34	2.47E-01	249.58
NM_001127698	-4.91	2.58E-01	182.24
NM_001127699	-4.38	1.85E-01	74.32
NM_205841	2.47	2.80E-01	19.99
NM_001080525	-9.62	2.64E-01	1415.60
NM_181642	-8.81	2.87E-03	48907.57
NM_001032367	-4.98	4.40E-04	3994.30
NM_003710	-2.59	6.14E-05	613.66
NM_021102	-3.81	1.23E-03	268887.73
NM_001128626	-0.14	2.09E-01	1115.61
NM_001128627	0.91	6.59E-03	985.38
NM_020148	1.21	2.85E-01	29135.62
NM_032451	-1.99	1.91E-02	2517.33
NM_003123	-1.07	2.33E-02	218.79
NM_001030288	-1.02	6.17E-02	198.35
NM_001142451	-0.71	4.79E-01	843.57
NM_032038	-0.57	1.18E-01	27984.65
NM_001142449	-0.57	3.14E-01	2966.92
NM_001142450	-0.08	9.24E-01	1147.95
NM_001142448	0.22	8.10E-01	532.26
NM_001124758	-1.52	2.91E-01	8250.98
NM_182538	-2.76	1.13E-01	491.83
NM_144569	-5.23	2.80E-01	4493.55
NM_004598	8.68	7.47E-02	120504.41
NM_014767	-0.50	4.72E-01	216.37
NM_001134434	0.92	4.34E-01	21.35
NM_016950	7.33	1.22E-01	44.04
NM_001040159	7.36	9.76E-02	42.87
NM_006108	0.91	1.46E-01	273.48
NM_001128325	3.98	2.57E-01	2543.32
NM_012445	8.72	3.33E-01	84649.14
NM_001007227	-1.45	5.52E-03	18173.25
NM_001007228	-0.48	7.42E-01	6091.55
NM_003563	-0.46	1.76E-01	16073.28
NM_001007226	-0.41	2.65E-01	10879.87
NM_001007230	0.07	9.42E-01	3103.87
NM_001007229	0.09	9.10E-01	2751.54
NM_001001664	-1.86	8.10E-03	79555.21
NM_001040060	5.10	7.87E-02	84.02
NM_001040058	7.29	1.94E-01	252.65
NM_000582	7.39	2.01E-01	490.58
NM_032802	-1.22	2.71E-02	31597.66
NM_001077238	-0.34	2.08E-01	14465.64
NM_152988	-0.11	8.35E-01	6989.90
NM_175882	-4.45	1.29E-02	21.81
NM_139015	-0.84	7.30E-02	47317.94
NM_003124	-0.96	1.02E-01	26932.03
NM_152594	2.24	1.02E-02	41181.68
NM_001128210	-1.20	3.90E-01	18557.99
NM_181784	0.75	2.90E-01	33104.08
NM_001039616	-0.20	6.06E-01	40.75
NM_001042522	0.25	6.93E-01	135.81
